TYPE,YEAR,MONTH,DAY,HOUR,MINUTE,HUNDRED_BLOCK,NEIGHBOURHOOD,X,Y
Theft from Vehicle,2018,7,19,19,30,12XX JOHNSTON ST,Fairview,490404.0434,5457435.644
Theft from Vehicle,2018,11,10,19,0,12XX JOHNSTON ST,Fairview,490404.0434,5457435.644
Theft from Vehicle,2018,12,20,12,30,12XX JOHNSTON ST,Fairview,490404.0434,5457435.644
Theft from Vehicle,2018,7,4,16,0,12XX KELOWNA ST,Hastings-Sunrise,496895.7678,5457914.793
Theft from Vehicle,2018,3,6,19,0,12XX KINGSWAY AVE,Kensington-Cedar Cottage,494237.202,5455436.842
Theft from Vehicle,2018,6,2,18,0,12XX KINGSWAY AVE,Kensington-Cedar Cottage,494239.8321,5455434.918
Theft from Vehicle,2018,7,3,20,35,12XX KINGSWAY AVE,Kensington-Cedar Cottage,494247.7224,5455429.149
Theft from Vehicle,2018,8,17,17,30,12XX MAPLE ST,Kitsilano,489075.8526,5458016.029
Theft from Vehicle,2018,4,2,0,0,12XX MARINASIDE CRES,Central Business District,491268.6824,5457797.02
Theft from Vehicle,2018,4,18,9,45,12XX MARINASIDE CRES,Central Business District,491268.6824,5457797.02
Theft from Vehicle,2018,4,20,22,0,12XX MARINASIDE CRES,Central Business District,491268.6824,5457797.02
Theft from Vehicle,2018,5,31,18,0,12XX MAXINE LANE,West End,490184.7637,5458680.743
Theft from Vehicle,2018,1,6,18,20,12XX MELVILLE ST,Central Business District,490957.1836,5459481.11
Theft from Vehicle,2018,8,25,23,30,12XX MELVILLE ST,Central Business District,490957.1836,5459481.11
Theft from Vehicle,2018,4,14,10,53,12XX MELVILLE ST,Central Business District,490962.0038,5459463.684
Theft from Vehicle,2018,11,13,0,1,12XX MELVILLE ST,Central Business District,490962.0038,5459463.684
Theft from Vehicle,2018,12,26,16,47,12XX MELVILLE ST,Central Business District,490962.0038,5459463.684
Theft from Vehicle,2018,12,3,16,50,12XX NANAIMO ST,Grandview-Woodland,495879.7728,5457887.119
Theft from Vehicle,2018,3,17,21,30,12XX NELSON ST,West End,490450.328,5459111.515
Theft from Vehicle,2018,4,16,12,0,12XX NELSON ST,West End,490450.328,5459111.515
Theft from Vehicle,2018,4,16,23,30,12XX NELSON ST,West End,490450.328,5459111.515
Theft from Vehicle,2018,7,28,9,5,12XX NELSON ST,West End,490492.7716,5459055.642
Theft from Vehicle,2018,10,4,8,55,12XX NELSON ST,West End,490492.7716,5459055.642
Theft from Vehicle,2018,10,18,21,25,12XX NELSON ST,West End,490492.7716,5459055.642
Theft from Vehicle,2018,8,8,10,0,12XX NELSON ST,West End,490495.0142,5459066.374
Theft from Vehicle,2018,1,10,12,0,12XX NELSON ST,West End,490524.6904,5459023.398
Theft from Vehicle,2018,2,13,11,0,12XX NELSON ST,West End,490524.6904,5459023.398
Theft from Vehicle,2018,9,4,19,0,12XX NELSON ST,West End,490524.6904,5459023.398
Theft from Vehicle,2018,10,4,19,0,12XX NELSON ST,West End,490524.6904,5459023.398
Theft from Vehicle,2018,8,11,0,0,12XX NICOLA ST,West End,489884.766,5458963.926
Theft from Vehicle,2018,6,2,17,0,12XX NICOLA ST,West End,489900.0307,5458991.846
Theft from Vehicle,2018,7,2,0,30,12XX NICOLA ST,West End,489900.0307,5458991.846
Theft from Vehicle,2018,9,25,12,0,12XX NICOLA ST,West End,489900.0307,5458991.846
Theft from Vehicle,2018,12,2,17,30,12XX NICOLA ST,West End,489927.573,5459019.156
Theft from Vehicle,2018,11,1,7,50,12XX NICOLA ST,West End,489938.044,5459016.705
Theft from Vehicle,2018,9,20,18,0,12XX NICOLA ST,West End,489967.3619,5459046.089
Theft from Vehicle,2018,11,8,18,0,12XX NICOLA ST,West End,489967.3619,5459046.089
Theft from Vehicle,2018,10,19,22,0,12XX NOOTKA ST,Hastings-Sunrise,496992.0647,5457914.755
Theft from Vehicle,2018,3,22,9,45,12XX PACIFIC BLVD,Central Business District,491096.6464,5457910.81
Theft from Vehicle,2018,6,1,14,0,12XX PACIFIC BLVD,Central Business District,491172.7587,5457915.289
Theft from Vehicle,2018,8,11,19,8,12XX PACIFIC BLVD,Central Business District,491172.7587,5457915.289
Theft from Vehicle,2018,9,11,17,0,12XX PACIFIC BLVD,Central Business District,491172.7587,5457915.289
Theft from Vehicle,2018,12,7,22,0,12XX PACIFIC BLVD,Central Business District,491172.7587,5457915.289
Theft from Vehicle,2018,4,18,18,0,12XX PACIFIC ST,West End,489987.3712,5458641.262
Theft from Vehicle,2018,8,30,18,30,12XX PACIFIC ST,West End,490060.3197,5458554.144
Theft from Vehicle,2018,11,20,10,45,12XX PACIFIC ST,West End,490060.3197,5458554.144
Theft from Vehicle,2018,11,30,13,0,12XX PENDRELL ST,West End,490309.5435,5458928.133
Theft from Vehicle,2018,1,13,2,30,12XX PENDRELL ST,West End,490316.1094,5458934.497
Theft from Vehicle,2018,6,1,19,0,12XX PENDRELL ST,West End,490316.1094,5458934.497
Theft from Vehicle,2018,7,28,0,0,12XX PENDRELL ST,West End,490316.1094,5458934.497
Theft from Vehicle,2018,10,5,21,30,12XX PENDRELL ST,West End,490316.1094,5458934.497
Theft from Vehicle,2018,12,25,15,0,12XX PENDRELL ST,West End,490316.1094,5458934.497
Theft from Vehicle,2018,10,17,17,0,12XX PENDRELL ST,West End,490330.7026,5458906.303
Theft from Vehicle,2018,5,3,18,0,12XX PENDRELL ST,West End,490343.3981,5458893.205
Theft from Vehicle,2018,5,2,10,39,12XX PENDRELL ST,West End,490369.6748,5458871.677
Theft from Vehicle,2018,12,22,20,30,12XX PENDRELL ST,West End,490369.6748,5458871.677
Theft from Vehicle,2018,3,4,1,0,12XX POWELL ST,Strathcona,494247.3323,5458907.069
Theft from Vehicle,2018,7,9,7,30,12XX RICHARDS ST,Central Business District,490851.8218,5458026.639
Theft from Vehicle,2018,7,10,17,0,12XX RICHARDS ST,Central Business District,490851.8218,5458026.639
Theft from Vehicle,2018,8,29,18,30,12XX RICHARDS ST,Central Business District,490928.6978,5458092.72
Theft from Vehicle,2018,4,3,0,1,12XX RICHARDS ST,Central Business District,490961.6574,5458126.681
Theft from Vehicle,2018,4,14,21,0,12XX RICHARDS ST,Central Business District,490961.6574,5458126.681
Theft from Vehicle,2018,4,16,15,15,12XX RICHARDS ST,Central Business District,490961.6574,5458126.681
Theft from Vehicle,2018,5,16,20,0,12XX RICHARDS ST,Central Business District,490961.6574,5458126.681
Theft from Vehicle,2018,9,22,15,0,12XX RICHARDS ST,Central Business District,490961.6574,5458126.681
Theft from Vehicle,2018,10,8,7,44,12XX RICHARDS ST,Central Business District,490961.6574,5458126.681
Theft from Vehicle,2018,10,31,20,0,12XX RICHARDS ST,Central Business District,490961.6574,5458126.681
Theft from Vehicle,2018,9,10,19,0,12XX ROBSON ST,West End,490707.6689,5459320.58
Theft from Vehicle,2018,2,24,16,0,12XX ROBSON ST,West End,490720.9957,5459294.34
Theft from Vehicle,2018,2,12,7,0,12XX ROBSON ST,West End,490740.6514,5459287.629
Theft from Vehicle,2018,3,14,15,0,12XX ROBSON ST,West End,490740.6514,5459287.629
Theft from Vehicle,2018,3,14,20,0,12XX ROBSON ST,West End,490740.6514,5459287.629
Theft from Vehicle,2018,4,12,2,43,12XX ROBSON ST,West End,490740.6514,5459287.629
Theft from Vehicle,2018,4,16,11,0,12XX ROBSON ST,West End,490740.6514,5459287.629
Theft from Vehicle,2018,4,16,22,0,12XX ROBSON ST,West End,490740.6514,5459287.629
Theft from Vehicle,2018,4,17,12,30,12XX ROBSON ST,West End,490740.6514,5459287.629
Theft from Vehicle,2018,4,24,23,0,12XX ROBSON ST,West End,490740.6514,5459287.629
Theft from Vehicle,2018,5,2,19,30,12XX ROBSON ST,West End,490740.6514,5459287.629
Theft from Vehicle,2018,5,6,18,0,12XX ROBSON ST,West End,490740.6514,5459287.629
Theft from Vehicle,2018,5,29,14,0,12XX ROBSON ST,West End,490740.6514,5459287.629
Theft from Vehicle,2018,6,1,17,0,12XX ROBSON ST,West End,490740.6514,5459287.629
Theft from Vehicle,2018,6,29,15,0,12XX ROBSON ST,West End,490740.6514,5459287.629
Theft from Vehicle,2018,7,8,10,0,12XX ROBSON ST,West End,490740.6514,5459287.629
Theft from Vehicle,2018,7,22,4,32,12XX ROBSON ST,West End,490740.6514,5459287.629
Theft from Vehicle,2018,7,29,17,0,12XX ROBSON ST,West End,490740.6514,5459287.629
Theft from Vehicle,2018,8,8,18,0,12XX ROBSON ST,West End,490740.6514,5459287.629
Theft from Vehicle,2018,8,21,11,30,12XX ROBSON ST,West End,490740.6514,5459287.629
Theft from Vehicle,2018,9,7,6,10,12XX ROBSON ST,West End,490740.6514,5459287.629
Theft from Vehicle,2018,9,22,2,0,12XX ROBSON ST,West End,490740.6514,5459287.629
Theft from Vehicle,2018,9,27,5,30,12XX ROBSON ST,West End,490740.6514,5459287.629
Theft from Vehicle,2018,10,7,11,14,12XX ROBSON ST,West End,490740.6514,5459287.629
Theft from Vehicle,2018,10,10,6,20,12XX ROBSON ST,West End,490740.6514,5459287.629
Theft from Vehicle,2018,11,3,13,0,12XX ROBSON ST,West End,490740.6514,5459287.629
Theft from Vehicle,2018,11,14,1,17,12XX ROBSON ST,West End,490740.6514,5459287.629
Theft from Vehicle,2018,11,14,13,0,12XX ROBSON ST,West End,490740.6514,5459287.629
Theft from Vehicle,2018,11,14,19,0,12XX ROBSON ST,West End,490740.6514,5459287.629
Theft from Vehicle,2018,12,1,20,30,12XX ROBSON ST,West End,490740.6514,5459287.629
Theft from Vehicle,2018,12,6,22,0,12XX ROBSON ST,West End,490740.6514,5459287.629
Theft from Vehicle,2018,12,30,22,30,12XX ROBSON ST,West End,490740.6514,5459287.629
Theft from Vehicle,2018,7,26,19,0,12XX ROBSON ST,West End,490760.5747,5459254.799
Theft from Vehicle,2018,8,1,21,30,12XX ROBSON ST,West End,490760.5747,5459254.799
Theft from Vehicle,2018,12,25,23,0,12XX ROBSON ST,West End,490767.0374,5459261.268
Theft from Vehicle,2018,8,29,19,0,12XX ROSSLAND ST,Hastings-Sunrise,496690.1433,5457893.791
Theft from Vehicle,2018,8,21,12,0,12XX ROSSLAND ST,Hastings-Sunrise,496690.3214,5457905.886
Theft from Vehicle,2018,6,14,23,57,12XX ROSSLAND ST,Hastings-Sunrise,496690.7667,5457936.122
Theft from Vehicle,2018,12,23,16,30,12XX ROSSLAND ST,Hastings-Sunrise,496690.7667,5457936.122
Theft from Vehicle,2018,6,30,10,0,12XX SEYMOUR ST,Central Business District,490851.8487,5458152.297
Theft from Vehicle,2018,11,28,23,0,12XX SEYMOUR ST,Central Business District,490851.8487,5458152.297
Theft from Vehicle,2018,4,30,5,45,12XX SEYMOUR ST,Central Business District,490893.8986,5458194.753
Theft from Vehicle,2018,8,31,18,0,12XX SEYMOUR ST,Central Business District,490893.8986,5458194.753
Theft from Vehicle,2018,9,11,14,57,12XX SEYMOUR ST,Central Business District,490893.8986,5458194.753
Theft from Vehicle,2018,11,15,21,0,12XX SEYMOUR ST,Central Business District,490893.8986,5458194.753
Theft from Vehicle,2018,12,9,1,30,12XX SEYMOUR ST,Central Business District,490893.8986,5458194.753
Theft from Vehicle,2018,11,1,0,0,12XX TECUMSEH AVE,Shaughnessy,490385.8457,5456039.668
Theft from Vehicle,2018,1,24,0,0,12XX THORNTON ST,Strathcona,493312.935,5458064.427
Theft from Vehicle,2018,2,15,1,0,12XX THURLOW ST,West End,490429.3461,5458597.642
Theft from Vehicle,2018,12,22,20,0,12XX THURLOW ST,West End,490429.3461,5458597.642
Theft from Vehicle,2018,6,1,0,0,12XX VENABLES ST,Strathcona,494233.4637,5458235.99
Theft from Vehicle,2018,1,5,13,0,12XX W 10TH AVE,Fairview,490368.0499,5456645.169
Theft from Vehicle,2018,5,15,16,0,12XX W 10TH AVE,Fairview,490433.2958,5456643.6
Theft from Vehicle,2018,1,31,20,0,12XX W 12TH AVE,Fairview,490274.4171,5456452.162
Theft from Vehicle,2018,3,22,21,0,12XX W 13TH AVE,Fairview,490320.3679,5456342.942
Theft from Vehicle,2018,4,4,20,30,12XX W 14TH AVE,Fairview,490281.2246,5456233.229
Theft from Vehicle,2018,8,8,17,0,12XX W 14TH AVE,Fairview,490334.0563,5456240.974
Theft from Vehicle,2018,4,4,21,0,12XX W 14TH AVE,Fairview,490366.6819,5456230.961
Theft from Vehicle,2018,2,15,2,35,12XX W 15TH AVE,Fairview,490371.4951,5456138.245
Theft from Vehicle,2018,4,8,22,0,12XX W 15TH AVE,Fairview,490421.1885,5456127.898
Theft from Vehicle,2018,4,7,2,0,12XX W 27TH AVE,Shaughnessy,490338.0899,5454960.643
Theft from Vehicle,2018,1,2,19,0,12XX W 37TH AVE,Shaughnessy,490355.2791,5453895.086
Theft from Vehicle,2018,9,5,21,0,12XX W 38TH AVE,Shaughnessy,490340.0339,5453793.575
Theft from Vehicle,2018,9,7,17,30,12XX W 38TH AVE,Shaughnessy,490352.7362,5453792.869
Theft from Vehicle,2018,3,12,20,0,12XX W 39TH AVE,Shaughnessy,490337.4247,5453690.962
Theft from Vehicle,2018,10,20,22,0,12XX W 39TH AVE,Shaughnessy,490350.129,5453690.308
Theft from Vehicle,2018,7,28,23,0,12XX W 40TH AVE,Shaughnessy,490224.0538,5453595.365
Theft from Vehicle,2018,3,12,15,0,12XX W 40TH AVE,Shaughnessy,490348.1569,5453589.141
Theft from Vehicle,2018,9,10,2,0,12XX W 40TH AVE,Shaughnessy,490348.1569,5453589.141
Theft from Vehicle,2018,11,29,16,12,12XX W 57TH AVE,Marpole,490259.6669,5451835.055
Theft from Vehicle,2018,6,30,22,0,12XX W 58TH AVE,Marpole,490363.5051,5451721.67
Theft from Vehicle,2018,5,8,21,37,12XX W 59TH AVE,Marpole,490331.7102,5451606.693
Theft from Vehicle,2018,12,27,17,0,12XX W 76TH AVE,Marpole,490316.4813,5449844.134
Theft from Vehicle,2018,1,14,18,0,12XX W 7TH AVE,Fairview,490403.8383,5456954.959
Theft from Vehicle,2018,10,11,23,0,12XX W 7TH AVE,Fairview,490443.4163,5456944.799
Theft from Vehicle,2018,6,26,2,0,12XX W 8TH AVE,Fairview,490441.0403,5456852.235
Theft from Vehicle,2018,8,21,9,0,12XX W BROADWAY AVE,Fairview,490364.9676,5456761.528
Theft from Vehicle,2018,2,3,21,0,12XX W BROADWAY AVE,Fairview,490374.8176,5456761.285
Theft from Vehicle,2018,7,5,19,0,12XX W BROADWAY AVE,Fairview,490381.3842,5456761.122
Theft from Vehicle,2018,7,4,17,0,12XX W BROADWAY AVE,Fairview,490414.2173,5456760.309
Theft from Vehicle,2018,7,25,9,0,12XX W BROADWAY AVE,Fairview,490417.2744,5456751.087
Theft from Vehicle,2018,10,11,16,0,12XX W BROADWAY AVE,Fairview,490436.9743,5456750.6
Theft from Vehicle,2018,12,8,20,30,12XX W BROADWAY AVE,Fairview,490436.9743,5456750.6
Theft from Vehicle,2018,3,28,12,0,12XX W CORDOVA ST,Central Business District,490999.681,5459695.048
Theft from Vehicle,2018,4,29,12,51,12XX W CORDOVA ST,Central Business District,490999.681,5459695.048
Theft from Vehicle,2018,3,15,9,50,12XX W CORDOVA ST,Central Business District,491117.0604,5459613.364
Theft from Vehicle,2018,1,5,21,0,12XX W GEORGIA ST,Central Business District,490844.865,5459430.844
Theft from Vehicle,2018,3,7,21,0,12XX W GEORGIA ST,Central Business District,490844.865,5459430.844
Theft from Vehicle,2018,3,15,18,0,12XX W GEORGIA ST,West End,490879.2601,5459383.759
Theft from Vehicle,2018,7,12,18,0,12XX W GEORGIA ST,West End,490879.2601,5459383.759
Theft from Vehicle,2018,7,16,22,30,12XX W GEORGIA ST,West End,490879.2601,5459383.759
Theft from Vehicle,2018,3,19,21,0,12XX W HASTINGS ST,Central Business District,491064.3753,5459576.872
Theft from Vehicle,2018,4,5,13,0,12XX W HASTINGS ST,Central Business District,491064.3753,5459576.872
Theft from Vehicle,2018,7,29,14,0,12XX W HASTINGS ST,Central Business District,491064.3753,5459576.872
Theft from Vehicle,2018,8,11,7,0,12XX W HASTINGS ST,Central Business District,491064.3753,5459576.872
Theft from Vehicle,2018,3,14,0,0,12XX W HASTINGS ST,Central Business District,491066.4682,5459565.813
Theft from Vehicle,2018,1,6,22,3,12XX W PENDER ST,Central Business District,491020.8545,5459518.14
Theft from Vehicle,2018,8,22,11,49,12XX W PENDER ST,Central Business District,491020.8545,5459518.14
Theft from Vehicle,2018,11,9,16,0,12XX W PENDER ST,Central Business District,491020.8545,5459518.14
Theft from Vehicle,2018,11,16,8,30,12XX W PENDER ST,Central Business District,491024.7259,5459526.424
Theft from Vehicle,2018,4,27,20,0,13XX ADANAC ST,Grandview-Woodland,494388.1583,5458321.756
Theft from Vehicle,2018,11,15,22,0,13XX ADANAC ST,Grandview-Woodland,494458.8985,5458320.668
Theft from Vehicle,2018,3,10,8,0,13XX ALBERNI ST,West End,490701.4385,5459483.766
Theft from Vehicle,2018,12,4,17,45,13XX ALBERNI ST,West End,490724.2171,5459449.405
Theft from Vehicle,2018,12,17,17,50,13XX ARBUTUS ST,Kitsilano,488900.5851,5457975.588
Theft from Vehicle,2018,7,12,17,0,13XX ARBUTUS ST,Kitsilano,488909.5516,5457969.052
Theft from Vehicle,2018,4,25,8,21,13XX ARBUTUS ST,Kitsilano,488909.8417,5457979.523
Theft from Vehicle,2018,5,3,0,0,13XX BALFOUR AVE,Shaughnessy,490167.8489,5455475.046
Theft from Vehicle,2018,6,13,16,0,13XX BEACH AVE,West End,489859.764,5458767.207
Theft from Vehicle,2018,1,15,22,0,13XX BIDWELL ST,West End,489685.7105,5459161.094
Theft from Vehicle,2018,9,6,14,0,13XX BROUGHTON ST,West End,489932.2252,5458835.742
Theft from Vehicle,2018,3,15,10,39,13XX BURNABY ST,West End,490063.4386,5458863.366
Theft from Vehicle,2018,12,27,17,0,13XX BURNABY ST,West End,490063.4386,5458863.366
Theft from Vehicle,2018,10,4,1,30,13XX BURNABY ST,West End,490092.3208,5458835.489
Theft from Vehicle,2018,7,2,20,30,13XX BURNABY ST,West End,490101.9482,5458826.197
Theft from Vehicle,2018,10,9,16,30,13XX BURRARD ST,Central Business District,490409.456,5458288.508
Theft from Vehicle,2018,10,11,12,0,13XX BURRARD ST,Central Business District,490409.456,5458288.508
Theft from Vehicle,2018,10,11,14,30,13XX BURRARD ST,Central Business District,490409.456,5458288.508
Theft from Vehicle,2018,6,10,0,5,13XX BUTE ST,West End,490082.5426,5458576.365
Theft from Vehicle,2018,6,3,21,0,13XX BUTE ST,West End,490112.1807,5458606.557
Theft from Vehicle,2018,6,18,0,0,13XX BUTE ST,West End,490161.8499,5458657.123
Theft from Vehicle,2018,6,7,4,15,13XX BUTE ST,West End,490171.0339,5458653.421
Theft from Vehicle,2018,2,24,12,0,13XX BUTE ST,West End,490223.0721,5458706.347
Theft from Vehicle,2018,8,5,11,0,13XX BUTE ST,West End,490223.0721,5458706.347
Theft from Vehicle,2018,9,16,18,0,13XX BUTE ST,West End,490223.0721,5458706.347
Theft from Vehicle,2018,1,20,23,30,13XX CARDERO ST,West End,489751.2329,5458995.742
Theft from Vehicle,2018,8,8,20,0,13XX CARDERO ST,West End,489764.6697,5459023.313
Theft from Vehicle,2018,9,2,17,51,13XX CHESTNUT ST,Kitsilano,489365.8348,5457970.322
Theft from Vehicle,2018,2,28,17,30,13XX COMOX ST,West End,490329.4844,5459063.11
Theft from Vehicle,2018,4,21,13,0,13XX CONTINENTAL ST,Central Business District,490630.0559,5458164.06
Theft from Vehicle,2018,9,18,14,0,13XX CONTINENTAL ST,Central Business District,490638.5428,5458160.657
Theft from Vehicle,2018,3,28,5,30,13XX COTTON DR,Grandview-Woodland,494801.5571,5457805.798
Theft from Vehicle,2018,7,26,16,0,13XX CYPRESS ST,Kitsilano,489257.531,5457970.706
Theft from Vehicle,2018,4,13,18,30,13XX DAVIE ST,West End,490113.9979,5458971.199
Theft from Vehicle,2018,10,2,11,39,13XX DAVIE ST,West End,490181.6254,5458903.786
Theft from Vehicle,2018,10,8,18,45,13XX DAVIE ST,West End,490181.6254,5458903.786
Theft from Vehicle,2018,7,31,15,20,13XX E 10TH AVE,Kensington-Cedar Cottage,494370.9619,5456513.977
Theft from Vehicle,2018,10,21,21,0,13XX E 11TH AVE,Kensington-Cedar Cottage,494369.4579,5456415.265
Theft from Vehicle,2018,7,14,19,0,13XX E 11TH AVE,Kensington-Cedar Cottage,494430.2614,5456414.358
Theft from Vehicle,2018,11,24,1,0,13XX E 11TH AVE,Kensington-Cedar Cottage,494439.8266,5456414.215
Theft from Vehicle,2018,12,7,22,0,13XX E 13TH AVE,Kensington-Cedar Cottage,494369.0019,5456217.23
Theft from Vehicle,2018,12,31,17,0,13XX E 15TH AVE,Mount Pleasant,494405.0618,5455985.201
Theft from Vehicle,2018,4,13,0,30,13XX E 17TH AVE,Kensington-Cedar Cottage,494337.8018,5455839.396
Theft from Vehicle,2018,3,4,22,0,13XX E 19TH AVE,Kensington-Cedar Cottage,494332.9133,5455637.772
Theft from Vehicle,2018,1,5,0,0,13XX E 19TH AVE,Kensington-Cedar Cottage,494343.9388,5455646.632
Theft from Vehicle,2018,12,14,19,30,13XX E 1ST AVE,Grandview-Woodland,494373.3181,5457430.385
Theft from Vehicle,2018,9,4,15,0,13XX E 1ST AVE,Grandview-Woodland,494446.8945,5457438.598
Theft from Vehicle,2018,9,2,0,1,13XX E 1ST AVE,Grandview-Woodland,494457.851,5457429.315
Theft from Vehicle,2018,8,30,22,30,13XX E 23RD AVE,Kensington-Cedar Cottage,494363.6145,5455236.654
Theft from Vehicle,2018,1,12,20,0,13XX E 27TH AVE,Kensington-Cedar Cottage,494310.5042,5454852.927
Theft from Vehicle,2018,3,25,1,0,13XX E 28TH AVE,Kensington-Cedar Cottage,494310.7567,5454737.238
Theft from Vehicle,2018,4,29,20,0,13XX E 29TH AVE,Kensington-Cedar Cottage,494335.1784,5454651.891
Theft from Vehicle,2018,2,26,20,0,13XX E 3RD AVE,Grandview-Woodland,494429.1135,5457239.092
Theft from Vehicle,2018,5,11,0,1,13XX E 3RD AVE,Grandview-Woodland,494429.1135,5457239.092
Theft from Vehicle,2018,7,25,12,0,13XX E 41ST AVE,Kensington-Cedar Cottage,494332.9968,5453337.425
Theft from Vehicle,2018,12,3,10,0,13XX E 43RD AVE,Sunset,494189.3599,5453115.326
Theft from Vehicle,2018,12,19,22,0,13XX E 49TH AVE,Sunset,494293.1373,5452500.127
Theft from Vehicle,2018,5,21,18,0,13XX E 54TH AVE,Sunset,494255.8824,5451962.492
Theft from Vehicle,2018,1,13,18,30,13XX E 55TH AVE,Sunset,494280.39,5451873.96
Theft from Vehicle,2018,7,6,20,10,13XX E 55TH AVE,Sunset,494280.39,5451873.96
Theft from Vehicle,2018,12,23,18,0,13XX E 61ST AVE,Sunset,494168.4176,5451317.734
Theft from Vehicle,2018,4,24,7,28,13XX E 61ST AVE,Sunset,494215.7321,5451316.847
Theft from Vehicle,2018,5,1,18,30,13XX E 64TH AVE,Sunset,494260.0642,5451028.556
Theft from Vehicle,2018,10,3,1,30,13XX E 7TH AVE,Grandview-Woodland,494453.6754,5456835.752
Theft from Vehicle,2018,3,30,16,0,13XX E GEORGIA ST,Grandview-Woodland,494389.6594,5458420.457
Theft from Vehicle,2018,4,20,0,0,13XX E GEORGIA ST,Grandview-Woodland,494389.6594,5458420.457
Theft from Vehicle,2018,6,11,1,35,13XX E GEORGIA ST,Grandview-Woodland,494389.6594,5458420.457
Theft from Vehicle,2018,7,31,0,0,13XX E GEORGIA ST,Grandview-Woodland,494389.6594,5458420.457
Theft from Vehicle,2018,11,4,12,0,13XX E GEORGIA ST,Grandview-Woodland,494389.6594,5458420.457
Theft from Vehicle,2018,3,31,23,0,13XX E HASTINGS ST,Grandview-Woodland,494398.9565,5458730.438
Theft from Vehicle,2018,4,29,19,0,13XX E KING EDWARD AVE,Kensington-Cedar Cottage,494326.295,5455082.929
Theft from Vehicle,2018,11,2,0,0,13XX GLEN DR,Strathcona,494078.8417,5457787.616
Theft from Vehicle,2018,5,4,17,0,13XX GRANT ST,Grandview-Woodland,494376.9946,5457636.248
Theft from Vehicle,2018,6,22,23,0,13XX GRANVILLE ST,Central Business District,490709.5111,5458152.977
Theft from Vehicle,2018,10,5,23,0,13XX GRANVILLE ST,Central Business District,490709.5111,5458152.977
Theft from Vehicle,2018,8,19,20,0,13XX GRAVELEY ST,Grandview-Woodland,494377.0676,5457532.15
Theft from Vehicle,2018,10,4,20,0,13XX GRAVELEY ST,Grandview-Woodland,494377.0676,5457532.15
Theft from Vehicle,2018,12,1,9,30,13XX HARO ST,West End,490506.5359,5459352.807
Theft from Vehicle,2018,12,7,20,0,13XX HARO ST,West End,490506.5359,5459352.807
Theft from Vehicle,2018,3,28,1,0,13XX HARO ST,West End,490517.8413,5459341.714
Theft from Vehicle,2018,12,6,21,0,13XX HARO ST,West End,490541.2037,5459331.601
Theft from Vehicle,2018,12,12,4,35,13XX HARO ST,West End,490559.2945,5459301.04
Theft from Vehicle,2018,3,5,18,0,13XX HARO ST,West End,490564.9472,5459295.493
Theft from Vehicle,2018,10,20,6,3,13XX HARO ST,West End,490564.9472,5459295.493
Theft from Vehicle,2018,7,25,22,0,13XX HARWOOD ST,West End,489967.0785,5458817.742
Theft from Vehicle,2018,2,18,0,30,13XX HARWOOD ST,West End,489998.3881,5458773.347
Theft from Vehicle,2018,8,19,21,0,13XX HARWOOD ST,West End,489998.3881,5458773.347
Theft from Vehicle,2018,8,20,0,0,13XX HARWOOD ST,West End,489998.3881,5458773.347
Theft from Vehicle,2018,9,9,23,0,13XX HARWOOD ST,West End,489998.3881,5458773.347
Theft from Vehicle,2018,9,14,21,0,13XX HARWOOD ST,West End,489998.3881,5458773.347
Theft from Vehicle,2018,9,28,11,0,13XX HARWOOD ST,West End,489998.3881,5458773.347
Theft from Vehicle,2018,11,13,21,0,13XX HARWOOD ST,West End,489998.3881,5458773.347
Theft from Vehicle,2018,3,12,9,30,13XX HOMER ST,Central Business District,490841.379,5457836.913
Theft from Vehicle,2018,1,28,22,0,13XX HOMER ST,Central Business District,490891.9138,5457924.991
Theft from Vehicle,2018,1,29,1,17,13XX HOMER ST,Central Business District,490918.5919,5457939.932
Theft from Vehicle,2018,2,9,22,0,13XX HOMER ST,Central Business District,490918.5919,5457939.932
Theft from Vehicle,2018,3,29,20,0,13XX HOMER ST,Central Business District,490918.5919,5457939.932
Theft from Vehicle,2018,4,26,6,53,13XX HOMER ST,Central Business District,490918.5919,5457939.932
Theft from Vehicle,2018,11,2,9,0,13XX HOMER ST,Central Business District,490918.5919,5457939.932
Theft from Vehicle,2018,4,22,19,18,13XX HORNBY ST,Central Business District,490520.7058,5458260.039
Theft from Vehicle,2018,8,26,1,0,13XX HORNBY ST,Central Business District,490529.4457,5458255.819
Theft from Vehicle,2018,4,2,2,0,13XX HORNBY ST,Central Business District,490564.1722,5458290.109
Theft from Vehicle,2018,5,18,21,0,13XX HORNBY ST,Central Business District,490564.1722,5458290.109
Theft from Vehicle,2018,9,4,1,0,13XX HORNBY ST,Central Business District,490564.1722,5458290.109
Theft from Vehicle,2018,10,7,16,0,13XX HOWE ST,Central Business District,490531.019,5458135.366
Theft from Vehicle,2018,11,26,9,50,13XX HOWE ST,Central Business District,490531.019,5458135.366
Theft from Vehicle,2018,12,17,2,0,13XX HOWE ST,Central Business District,490531.019,5458135.366
Theft from Vehicle,2018,7,28,11,0,13XX HOWE ST,Central Business District,490633.9854,5458225.045
Theft from Vehicle,2018,12,5,13,40,13XX JERVIS ST,West End,489995.6207,5458714.5
Theft from Vehicle,2018,11,27,8,0,13XX JERVIS ST,West End,490061.8881,5458784.76
