TYPE,YEAR,MONTH,DAY,HOUR,MINUTE,HUNDRED_BLOCK,NEIGHBOURHOOD,X,Y
Mischief,2018,6,13,2,37,5XX W HASTINGS ST,Central Business District,491850.809,5459042.824
Mischief,2018,4,24,2,11,5XX W HASTINGS ST,Central Business District,491853.3244,5459053.248
Mischief,2018,11,7,12,35,5XX W KING EDWARD AVE,South Cambie,491400.8905,5455159.206
Mischief,2018,1,29,9,30,5XX W PENDER ST,Central Business District,491743.0341,5459021.742
Mischief,2018,10,17,12,9,5XX W PENDER ST,Central Business District,491775.7255,5458977.774
Mischief,2018,11,4,1,30,5XX W PENDER ST,Central Business District,491775.7255,5458977.774
Mischief,2018,11,24,8,30,5XX W PENDER ST,Central Business District,491775.7255,5458977.774
Mischief,2018,11,6,17,54,5XX W PENDER ST,Central Business District,491776.6685,5458989.532
Mischief,2018,6,30,23,29,5XX W PENDER ST,Central Business District,491786.4885,5458967.466
Mischief,2018,12,5,19,30,5XX WOODLAND DR,Grandview-Woodland,494719.8693,5458618.163
Mischief,2018,10,24,21,57,600K W HASTINGS ST,Central Business District,491787.2299,5459106.536
Mischief,2018,1,5,2,2,60XX ADERA ST,Kerrisdale,489562.0439,5453144.874
Mischief,2018,2,3,20,0,60XX CARTIER ST,Oakridge,489949.156,5453110.328
Mischief,2018,7,29,3,0,60XX DUMFRIES ST,Victoria-Fraserview,494589.5375,5453003.722
Mischief,2018,8,19,10,10,60XX ELM ST,Kerrisdale,488041.5159,5453199.282
Mischief,2018,4,7,7,30,60XX FRASER ST,Sunset,493409.0057,5453025.533
Mischief,2018,6,30,23,30,60XX NANAIMO ST,Victoria-Fraserview,495703.3589,5452958.638
Mischief,2018,1,20,13,29,60XX PRINCE EDWARD ST,Sunset,492917.7642,5453049.274
Mischief,2018,1,20,13,29,60XX SOPHIA ST,Sunset,492762.5371,5453053.622
Mischief,2018,12,13,16,0,60XX TISDALL ST,Oakridge,491136.7976,5453141.56
Mischief,2018,4,18,11,30,60XX TISDALL ST,Oakridge,491147.2951,5453055.736
Mischief,2018,8,24,22,0,60XX WALES ST,Victoria-Fraserview,496234.3197,5452878.16
Mischief,2018,7,28,19,30,61XX DUMFRIES ST,Victoria-Fraserview,494576.3116,5452839.591
Mischief,2018,7,28,15,30,61XX DUMFRIES ST,Victoria-Fraserview,494587.1446,5452909.303
Mischief,2018,3,11,18,50,61XX FRASER ST,Sunset,493402.7999,5452839.124
Mischief,2018,2,7,2,14,61XX ROSS ST,Sunset,493977.3458,5452841.18
Mischief,2018,12,25,15,0,61XX ST CATHERINES ST,Sunset,493704.0831,5452923.121
Mischief,2018,2,5,23,0,61XX ST GEORGE ST,Sunset,493151.754,5452882.667
Mischief,2018,9,20,6,32,61XX WEST BLVD,Kerrisdale,488658.9489,5453122.632
Mischief,2018,9,3,22,0,61XX WINDSOR ST,Sunset,493794.6158,5452845.871
Mischief,2018,9,4,0,0,61XX WINDSOR ST,Sunset,493805.245,5452921.318
Mischief,2018,9,7,18,55,62XX CHURCHILL ST,Kerrisdale,489688.4943,5452943.427
Mischief,2018,2,3,20,8,62XX FRASER ST,Sunset,493400.9772,5452747.778
Mischief,2018,4,26,9,0,62XX FRASER ST,Sunset,493400.9772,5452747.778
Mischief,2018,5,23,18,25,62XX FRASER ST,Sunset,493402.5707,5452829.295
Mischief,2018,6,25,18,0,62XX KIRKLAND ST,Killarney,498202.9539,5452675.52
Mischief,2018,6,9,21,2,62XX LANARK ST,Victoria-Fraserview,494483.5906,5452812.46
Mischief,2018,8,16,6,0,62XX OAK ST,Oakridge,490667.3923,5452903.914
Mischief,2018,9,22,6,0,62XX OAK ST,Oakridge,490667.3923,5452903.914
Mischief,2018,9,3,5,25,62XX VICTORIA DR,Victoria-Fraserview,495223.9606,5452762.39
Mischief,2018,1,20,22,0,63XX ARLINGTON ST,Killarney,497965.2864,5452581.993
Mischief,2018,1,5,0,1,63XX CAMBIE ST,Oakridge,491506.4586,5452784.52
Mischief,2018,8,21,7,30,63XX CAMBIE ST,Oakridge,491506.4586,5452784.52
Mischief,2018,7,30,2,0,63XX DUMFRIES ST,Victoria-Fraserview,494570.7549,5452615.494
Mischief,2018,12,29,21,0,63XX DUMFRIES ST,Victoria-Fraserview,494580.4637,5452637.43
Mischief,2018,12,25,22,0,63XX PRINCE ALBERT ST,Sunset,493600.0861,5452725.974
Mischief,2018,1,27,17,0,63XX SALISH DR,Musqueam,485643.2489,5452897.112
Mischief,2018,2,20,10,22,63XX ST CATHERINES ST,Sunset,493700.6788,5452723.855
Mischief,2018,1,22,17,0,64XX DUMFRIES ST,Victoria-Fraserview,494578.6569,5452566.89
Mischief,2018,4,3,17,30,64XX EAST BLVD,Kerrisdale,488735.0834,5452774.709
Mischief,2018,1,23,9,3,64XX FLEMING ST,Victoria-Fraserview,494670.0906,5452564.977
Mischief,2018,6,20,9,29,64XX FLEMING ST,Victoria-Fraserview,494670.0906,5452564.977
Mischief,2018,9,11,10,7,64XX KILLARNEY ST,Killarney,496679.3024,5452498.579
Mischief,2018,9,10,13,25,64XX KNIGHT ST,Sunset,494368.0423,5452613.506
Mischief,2018,12,30,1,50,64XX LABURNUM ST,Kerrisdale,489019.0001,5452814.385
Mischief,2018,11,2,22,32,64XX PRINCE EDWARD ST,Sunset,492897.0159,5452619.029
Mischief,2018,1,9,0,0,64XX QUEBEC ST,Sunset,492447.9674,5452617.939
Mischief,2018,7,25,3,4,65XX BLENHEIM ST,Kerrisdale,486988.2743,5452670.633
Mischief,2018,1,19,0,0,65XX DOMAN ST,Killarney,497335.5933,5452368.457
Mischief,2018,3,4,0,2,65XX FRASER ST,Sunset,493388.2368,5452487.312
Mischief,2018,9,23,0,0,65XX LAUREL ST,Oakridge,490881.8904,5452600.871
Mischief,2018,10,12,0,0,65XX LAUREL ST,Oakridge,490881.8904,5452600.871
Mischief,2018,10,24,19,31,65XX LAUREL ST,Oakridge,490881.8904,5452600.871
Mischief,2018,11,2,19,0,65XX MAIN ST,Sunset,492594.6075,5452456.652
Mischief,2018,9,22,1,57,65XX OAK ST,Oakridge,490653.1816,5452624.088
Mischief,2018,6,24,6,12,65XX VICTORIA DR,Victoria-Fraserview,495204.3641,5452406.519
Mischief,2018,1,20,17,30,66XX CAMBIE ST,Oakridge,491497.8827,5452456.276
Mischief,2018,6,24,22,0,66XX CAMBIE ST,Oakridge,491497.8827,5452456.276
Mischief,2018,12,21,7,35,66XX CAMBIE ST,Oakridge,491497.8827,5452456.276
Mischief,2018,2,17,0,0,66XX CULLODEN ST,Sunset,494270.7517,5452309.42
Mischief,2018,2,3,12,10,66XX ELLIOTT ST,Victoria-Fraserview,496015.2426,5452270.262
Mischief,2018,12,20,7,0,66XX ELLIOTT ST,Victoria-Fraserview,496015.2426,5452270.262
Mischief,2018,11,10,17,30,66XX GRANVILLE ST,Kerrisdale,489810.3716,5452505.909
Mischief,2018,7,29,0,0,66XX LANARK ST,Victoria-Fraserview,494464.2289,5452374.849
Mischief,2018,7,28,23,45,66XX LANARK ST,Victoria-Fraserview,494464.5006,5452386.423
Mischief,2018,7,28,22,30,66XX LANARK ST,Victoria-Fraserview,494473.0732,5452361.975
Mischief,2018,7,29,8,43,66XX LANARK ST,Victoria-Fraserview,494473.7151,5452389.319
Mischief,2018,5,12,9,0,66XX MAIN ST,Sunset,492601.382,5452353.528
Mischief,2018,6,29,22,0,66XX OAK ST,Oakridge,490656.1303,5452460.811
Mischief,2018,8,15,7,0,66XX OAK ST,Oakridge,490656.1303,5452460.811
Mischief,2018,5,10,21,21,66XX ROSS ST,Sunset,493961.5074,5452353.825
Mischief,2018,2,8,16,14,66XX ROSS ST,Sunset,493970.2646,5452335.829
Mischief,2018,7,29,4,30,67XX LANARK ST,Victoria-Fraserview,494460.1554,5452215.47
Mischief,2018,4,5,17,52,67XX RUPERT ST,Killarney,496770.8239,5452185.497
Mischief,2018,5,2,12,54,67XX RUPERT ST,Killarney,496770.8239,5452185.497
Mischief,2018,5,4,17,55,67XX RUPERT ST,Killarney,496770.8239,5452185.497
Mischief,2018,10,2,19,5,67XX VICTORIA DR,Victoria-Fraserview,495203.0076,5452276.158
Mischief,2018,11,14,23,54,67XX VICTORIA DR,Victoria-Fraserview,495203.0076,5452276.158
Mischief,2018,1,5,22,0,68XX ADERA ST,Kerrisdale,489545.4262,5452324.935
Mischief,2018,3,18,21,0,68XX ANGUS DR,Kerrisdale,489223.7303,5452379.383
Mischief,2018,3,7,22,30,68XX ARBUTUS ST,Kerrisdale,488696.3645,5452284.681
Mischief,2018,3,6,10,0,68XX ARBUTUS ST,Kerrisdale,488698.9691,5452358.976
Mischief,2018,12,21,0,0,68XX BOUNDARY RD,Killarney,498263.6145,5452128.249
Mischief,2018,3,25,22,0,68XX FLEMING ST,Victoria-Fraserview,494668.1323,5452137.404
Mischief,2018,2,14,13,19,68XX FLEMING ST,Victoria-Fraserview,494668.9231,5452167.426
Mischief,2018,9,28,17,0,68XX FRASER ST,Sunset,493388.3071,5452159.953
Mischief,2018,3,3,21,15,68XX MARGUERITE ST,Kerrisdale,489427.1175,5452297.613
Mischief,2018,6,23,2,30,68XX MARGUERITE ST,Kerrisdale,489438.2449,5452365.065
Mischief,2018,6,22,3,22,68XX NANAIMO ST,Victoria-Fraserview,495690.0754,5452193.531
Mischief,2018,10,5,19,0,68XX QUEBEC ST,Sunset,492438.8372,5452194.931
Mischief,2018,10,15,16,36,68XX QUEBEC ST,Sunset,492438.8372,5452194.931
Mischief,2018,10,8,20,0,68XX VICTORIA DR,Victoria-Fraserview,495201.2728,5452175.75
Mischief,2018,9,29,15,3,69XX BALMORAL ST,Victoria-Fraserview,495021.275,5452033.017
Mischief,2018,3,7,22,30,69XX BEECHWOOD ST,Kerrisdale,488609.733,5452158.848
Mischief,2018,5,31,21,30,69XX CULLODEN ST,Sunset,494265.792,5452112.858
Mischief,2018,5,15,23,32,69XX HEATHER ST,Oakridge,490995.9801,5452186.012
Mischief,2018,5,16,0,46,69XX HEATHER ST,Oakridge,490995.9801,5452186.012
Mischief,2018,4,27,6,30,69XX KERR ST,Killarney,496999.6324,5451963.285
Mischief,2018,6,23,12,41,69XX MARGUERITE ST,Kerrisdale,489431.2524,5452126.789
Mischief,2018,5,17,12,47,69XX OAK ST,Oakridge,490648.7546,5452213.969
Mischief,2018,3,7,6,40,69XX WILTSHIRE ST,Kerrisdale,489310.574,5452244.673
Mischief,2018,10,11,8,0,6X E CORDOVA ST,Central Business District,492509.3001,5458844.396
Mischief,2018,8,13,5,45,6X E CORDOVA ST,Central Business District,492509.3529,5458853.539
Mischief,2018,2,6,16,50,6X E CORDOVA ST,Central Business District,492517.8938,5458844.346
Mischief,2018,6,8,5,40,6X E HASTINGS ST,Central Business District,492502.9635,5458740.948
Mischief,2018,11,12,11,10,6X E HASTINGS ST,Central Business District,492502.9635,5458740.948
Mischief,2018,3,1,20,45,6X E HASTINGS ST,Central Business District,492509.0252,5458749.903
Mischief,2018,1,3,18,10,6X KEEFER PL,Central Business District,492231.1912,5458545.682
Mischief,2018,1,13,23,17,6X KEEFER PL,Central Business District,492231.1912,5458545.682
Mischief,2018,1,21,22,30,6X KEEFER PL,Central Business District,492231.1912,5458545.682
Mischief,2018,2,14,1,38,6X KEEFER PL,Central Business District,492231.1912,5458545.682
Mischief,2018,6,22,22,0,6X SMITHE ST,Central Business District,491637.659,5458137.914
Mischief,2018,7,1,21,29,6X SMITHE ST,Central Business District,491637.659,5458137.914
Mischief,2018,3,25,11,17,6X SMITHE ST,Central Business District,491699.5331,5458090.625
Mischief,2018,9,8,22,0,6X SMITHE ST,Central Business District,491699.5331,5458090.625
Mischief,2018,3,4,13,0,6X W 2ND AVE,Mount Pleasant,492293.3407,5457399.483
Mischief,2018,12,9,18,0,6X W 46TH AVE,Oakridge,492179.8803,5452868.76
Mischief,2018,4,9,18,0,6X W 7TH AVE,Mount Pleasant,492287.1657,5456881.666
Mischief,2018,6,13,15,50,6X W CORDOVA ST,Central Business District,492299.8946,5458898.35
Mischief,2018,8,7,12,0,6X W CORDOVA ST,Central Business District,492299.8946,5458898.35
Mischief,2018,8,21,2,3,6X W CORDOVA ST,Central Business District,492299.8946,5458898.35
Mischief,2018,8,28,18,34,6X W CORDOVA ST,Central Business District,492299.8946,5458898.35
Mischief,2018,10,20,13,45,6X W CORDOVA ST,Central Business District,492299.8946,5458898.35
Mischief,2018,10,23,20,33,6X W CORDOVA ST,Central Business District,492299.8946,5458898.35
Mischief,2018,10,31,19,39,6X W CORDOVA ST,Central Business District,492299.8946,5458898.35
Mischief,2018,12,12,1,40,6X W CORDOVA ST,Central Business District,492299.8946,5458898.35
Mischief,2018,10,4,6,0,6X WATER ST,Central Business District,492310.7709,5459002.785
Mischief,2018,9,29,23,24,6XX ABBOTT ST,Central Business District,492166.677,5458482.253
Mischief,2018,4,6,22,36,6XX ABBOTT ST,Central Business District,492166.9661,5458516.328
Mischief,2018,3,9,4,0,6XX ABBOTT ST,Central Business District,492167.0625,5458527.687
Mischief,2018,9,15,22,9,6XX ABBOTT ST,Central Business District,492167.1974,5458543.588
Mischief,2018,7,5,17,46,6XX ABBOTT ST,Central Business District,492176.2448,5458532.152
Mischief,2018,1,18,23,0,6XX ABBOTT ST,Central Business District,492176.4182,5458552.598
Mischief,2018,12,4,0,34,6XX ABBOTT ST,Central Business District,492176.4182,5458552.598
Mischief,2018,1,20,12,0,6XX ALEXANDER ST,Strathcona,493341.2846,5459021.277
Mischief,2018,6,3,13,0,6XX ALEXANDER ST,Strathcona,493341.2846,5459021.277
Mischief,2018,6,10,6,39,6XX ALEXANDER ST,Strathcona,493359.3485,5459020.643
Mischief,2018,9,24,0,0,6XX ALEXANDER ST,Strathcona,493381.9881,5459019.925
Mischief,2018,5,27,12,0,6XX ALEXANDER ST,Strathcona,493398.9679,5459019.386
Mischief,2018,1,19,21,0,6XX ATLANTIC ST,Strathcona,493328.313,5458110.563
Mischief,2018,5,16,19,0,6XX ATLANTIC ST,Strathcona,493328.313,5458110.563
Mischief,2018,3,26,10,0,6XX ATLANTIC ST,Strathcona,493338.9487,5458119.312
Mischief,2018,11,9,21,0,6XX BEATTY ST,Central Business District,491959.8657,5458563.872
Mischief,2018,12,4,22,29,6XX BEATTY ST,Central Business District,491959.8657,5458563.872
Mischief,2018,4,17,17,0,6XX BURRARD ST,Central Business District,491278.6732,5459176.83
Mischief,2018,8,18,16,0,6XX BURRARD ST,Central Business District,491278.6732,5459176.83
Mischief,2018,12,16,7,0,6XX BURRARD ST,Central Business District,491278.6732,5459176.83
Mischief,2018,8,7,10,50,6XX BURRARD ST,Central Business District,491319.44,5459207.776
Mischief,2018,8,31,17,58,6XX BUTE ST,Central Business District,490970.7905,5459459.24
Mischief,2018,2,7,4,55,6XX CAMBIE ST,Central Business District,491780.1032,5458526.658
Mischief,2018,4,2,11,0,6XX CAMBIE ST,Central Business District,491780.1032,5458526.658
Mischief,2018,7,7,16,30,6XX CAMBIE ST,Central Business District,491780.1032,5458526.658
Mischief,2018,9,15,10,20,6XX CAMPBELL AVE,Strathcona,493830.6163,5458484.491
Mischief,2018,3,8,22,0,6XX CAMPBELL AVE,Strathcona,493830.7881,5458490.349
Mischief,2018,7,21,23,0,6XX CAMPBELL AVE,Strathcona,493830.7881,5458490.349
Mischief,2018,4,8,20,0,6XX CITADEL PRDE,Central Business District,491918.4625,5458447.723
Mischief,2018,9,15,16,21,6XX DAVIE ST,Central Business District,490840.5873,5458248.443
Mischief,2018,5,15,0,2,6XX DAVIE ST,Central Business District,490889.7902,5458199.318
Mischief,2018,7,15,19,30,6XX DENMAN ST,West End,490235.3989,5459961.072
Mischief,2018,8,11,15,0,6XX DENMAN ST,West End,490235.3989,5459961.072
Mischief,2018,7,9,9,20,6XX DENMAN ST,Central Business District,490312.3719,5460038.204
Mischief,2018,4,19,7,10,6XX DRAKE ST,Central Business District,490774.6964,5458082.54
Mischief,2018,9,4,21,57,6XX DUNSMUIR ST,Central Business District,491603.2,5458918.828
Mischief,2018,2,15,23,0,6XX DUNSMUIR ST,Central Business District,491605.4096,5458929.54
Mischief,2018,11,17,6,27,6XX DUNSMUIR ST,Central Business District,491608.2422,5458926.714
Mischief,2018,9,26,22,25,6XX E 12TH AVE,Mount Pleasant,493413.5878,5456330.376
Mischief,2018,10,24,8,0,6XX E 19TH AVE,Riley Park,493377.3216,5455671.609
Mischief,2018,7,6,11,0,6XX E 22ND AVE,Riley Park,493317.3662,5455362.473
Mischief,2018,5,10,21,0,6XX E 28TH AVE,Riley Park,493290.8979,5454755.961
Mischief,2018,2,3,20,40,6XX E 50TH AVE,Sunset,493259.2017,5452417.518
Mischief,2018,4,20,22,0,6XX E 57TH AVE,Sunset,493240.8745,5451723.851
Mischief,2018,4,24,17,0,6XX E 6TH AVE,Mount Pleasant,493382.9591,5456942.665
Mischief,2018,6,3,12,0,6XX E 6TH AVE,Mount Pleasant,493468.88,5456949.643
Mischief,2018,11,14,3,32,6XX E BROADWAY AVE,Mount Pleasant,493390.7655,5456644.683
Mischief,2018,6,14,23,51,6XX E BROADWAY AVE,Mount Pleasant,493396.0944,5456644.641
Mischief,2018,5,11,20,38,6XX E BROADWAY AVE,Mount Pleasant,493398.7589,5456644.621
Mischief,2018,9,22,18,0,6XX E CORDOVA ST,Strathcona,493460.2732,5458825.342
Mischief,2018,9,8,20,3,6XX E GEORGIA ST,Strathcona,493341.4107,5458407.359
Mischief,2018,11,2,15,0,6XX E GEORGIA ST,Strathcona,493341.4107,5458407.359
Mischief,2018,12,11,17,30,6XX E GEORGIA ST,Strathcona,493341.4107,5458407.359
Mischief,2018,4,10,23,0,6XX E GEORGIA ST,Strathcona,493387.4798,5458405.995
Mischief,2018,9,14,9,9,6XX E HASTINGS ST,Strathcona,493351.9542,5458724.309
Mischief,2018,6,17,23,16,6XX E HASTINGS ST,Strathcona,493376.0172,5458714.519
Mischief,2018,1,24,18,50,6XX E HASTINGS ST,Strathcona,493457.041,5458712.355
Mischief,2018,6,2,18,0,6XX E KING EDWARD AVE,Riley Park,493319.472,5455098.723
Mischief,2018,2,5,21,15,6XX E PENDER ST,Strathcona,493347.4551,5458608.032
Mischief,2018,11,15,10,10,6XX EVANS AVE,Strathcona,493407.0564,5457733.563
Mischief,2018,1,11,6,0,6XX EXPO BLVD,Central Business District,492087.6904,5458440.428
Mischief,2018,2,8,16,50,6XX EXPO BLVD,Central Business District,492087.6904,5458440.428
Mischief,2018,8,9,19,10,6XX EXPO BLVD,Central Business District,492087.6904,5458440.428
Mischief,2018,9,10,14,0,6XX EXPO BLVD,Central Business District,492099.2437,5458436.333
Mischief,2018,6,26,9,20,6XX GLEN DR,Strathcona,494088.7618,5458485.539
Mischief,2018,4,25,1,34,6XX GORE AVE,Strathcona,492927.6423,5458513.059
Mischief,2018,12,1,0,0,6XX GORE AVE,Strathcona,492938.4361,5458494.509
Mischief,2018,1,23,9,25,6XX GRANVILLE ST,Central Business District,491444.6134,5458895.098
Mischief,2018,3,16,17,30,6XX GRANVILLE ST,Central Business District,491444.6134,5458895.098
Mischief,2018,6,25,20,30,6XX GRANVILLE ST,Central Business District,491444.6134,5458895.098
Mischief,2018,11,29,16,0,6XX GRANVILLE ST,Central Business District,491444.6134,5458895.098
Mischief,2018,6,8,22,0,6XX GRANVILLE ST,Central Business District,491518.7559,5458982.754
Mischief,2018,11,9,9,8,6XX GRANVILLE ST,Central Business District,491518.7559,5458982.754
Mischief,2018,1,22,21,0,6XX GRANVILLE ST,Central Business District,491535.0184,5458986.156
Mischief,2018,4,5,2,0,6XX GRANVILLE ST,Central Business District,491535.0184,5458986.156
Mischief,2018,8,26,23,0,6XX GRANVILLE ST,Central Business District,491535.0184,5458986.156
Mischief,2018,9,8,7,0,6XX GRANVILLE ST,Central Business District,491535.0184,5458986.156
Mischief,2018,5,29,10,43,6XX HAMILTON ST,Central Business District,491816.7487,5458703.241
Mischief,2018,2,2,16,8,6XX HEATLEY AVE,Strathcona,493481.6121,5458505.614
Mischief,2018,3,28,22,22,6XX HELMCKEN ST,Central Business District,491004.529,5458313.71
Mischief,2018,4,15,19,42,6XX HOMER ST,Central Business District,491746.5085,5458773.844
Mischief,2018,8,16,13,30,6XX HOMER ST,Central Business District,491746.5085,5458773.844
